Twitts	Topic	Sentiment
Sometimes i wonder how wonderful life will be when all those who have gotten the covid injection have no money to get more shots when their immune system completely fails them and they all die of a common cold. https://t.co/xRfRPNLmrs	I	
@MissButter @itsabentworld @CecileRichards Again, unless you lock-step to government mandates for the covid vaccine.	V	
@meganne121 They say those who suffered real bad with Covid and were unvaccinated most of them had really low Vitamin D levels.		
Just beat the covid allegations 🙏🏽		
@stphnfwlr Now confirmed Trump knew he had COVID when he showed up to debate Joe Biden. . . He belongs in prison.		
@Bald_Eagle_ @Barbara4003 @MarcWilliams22 I think dismissing some of this as crazy isn’t good .I’ve had Covid been double jabbed and never been ill. Since August been ill , taken to hospital in ambulance, got issues hence ct scan tomorrow. I’m worried mate. Don’t believe the shit served up by the bbc. It’s all nonsense.		N
Cramer with more bad takes on covid. Can’t believe and educated person still repeats false death totals.		
@KevinCTV @CTVCalgary Honestly, you cannot convince me he isn't working directly for COVID.		
Great, now Covid has the Decepticon variant, we’re fucked		P
@colinsusan1 @MarlaTauscher @brianstelter @CNN That’s why fox is talking about the Epstein trial while cnn is still on the covid bullshit		
Can’t quite put my finger on why, but something about tonight’s #TheSkewer  evoked discovering (and consequently falling in love with) the show back in the Before Covid days of early 2020. Fantastic https://t.co/LrhJKP4S2M #YoullNeverForgetYourFirstTime		P
Covid vibes https://t.co/DJvcOqddUn		
#News #Canada #Toronto Toronto organizes mass COVID-19 vaccination clinic for children at Scotiabank Arena https://t.co/9rd6QkLxTH	N	
Biden Tries to Reassure on COVID as He Sells Spending Plan https://t.co/e5srNKRTSE		
@MzChocThunder It’s actually a great industry! Fairly much recession, covid, etc proof. Quite stringent regulations too now though?		P
Interesting thread on the covid regs &amp; this probable breach by Johnson https://t.co/QMI8gjZTeB	V	
@minguslives @JohnCougar95 @win_n10 @Saffiya_Khan1 @SKMorefield True https://t.co/BB0Lry0hL6		
But they gotta check ur covid cards 😂😂😂😂😂😂😂😂 https://t.co/oDCAQvQfxM		
It's taken me nearly 2 years into covid to realize that the only reason I've felt so much more confident about my looks lately is because I despise the entire bottom half of my face and now I never have to see it when I go out anymore HAHAHAHA rip 💀		
@TruAmericanGal1 Covid-19 is attenuating and the MSM is barely reporting it. New York is in a state of emergency for a virus the South African authorities say is significantly milder than previous variants, just like any attenuated pathogen will. Natural immunity remains ignored.	E	P
Color me shocked. He spent months glorifying his brother’s “excellent” handling of COVID (it was actually horrible), yet decided that reporting on his brother’s sexual misconduct allegations was a conflict of interest so he was completely mum. https://t.co/vW0aeMhsAd		P
Tyler Bertuzzi in COVID protocol https://t.co/DtivHZrEol		
@gillibrandny @SenateDems Does the booster prevent you from getting or spreading Covid?  No… ok just checking.		
Exxon to continue leaner spending as covid-19 threat lingers #ExxonMobil https://t.co/GyFyzOYoiL. https://t.co/GyFyzOYoiL		
@Spth005a @BarackObama My family are unvaccinated and their Nanny has had Covid and 2 jabs. She's not having anymore. . We will have a lovely Christmas too 😀❤		P
@AllenCo17395680 @IvanHeadless @JeremyCorbell Hardly. Only a small percentage are aware of UAP activity or articles like this and nobody really cares on the mass level to sway them away from covid concerns. You need something much bigger than that.	E	P
@StereotypGasman Here's the thing buddy. I pay lots and lots of taxes. Should I need an ICU bed for covid treatment, I've paid for that bed. A guy with diabetes who needs an ICU bed is no different. And for the people in ICU that are vaxed, and there are in many hospitals, I wish them well.		
😂😂😂 Please save us from freedom and the lowest Covid rate in the nation. https://t.co/hmBzHGAMqt		
The next story that @UCDSBDirector is highlighting is on page 12 in the Resources section. In April 2021, the #UCDSB received $10.2 million from the federal &amp; provincial gov. as part of the COVID-19 Resilience stream of the Investing in Canada Infrastructure Program. https://t.co/t0W0nfG7nD		
Is there currently calls for NUIG students to do a strike against in person exams? I currently have covid and would never wish this kind of isolation and just ill feeling on my worst enemy, let alone other students I do college with.		
Covid: Who can have a booster jab and how can you get one? - BBC News https://t.co/cCqIhPaj39 https://t.co/cexP3snuqZ	N	
@popeyecubs68 @paulportesi Local ICUs are 98% full. Elsewhere, patients are being turned away. Limiting factor is nursing staff, as covid treatment is extremely labor intensive.		
Amazon dropped Covid safety protocols in warehouses #englishheadline #Amazon #dropped #Covid #safety #protocols #warehouses https://t.co/mjW8mhKwaa		
Grant aims to boost COVID-19 vaccination rate in Black communities https://t.co/9meV52NPyV		
@E_R_SK @bennyjohnson Your an idiot. Protect them from Covid?? You really need to educate yourself, for your on good. Smh.	V	
@JessieBahrey I would be more afraid of the vaxxed now. The unvaxxed that have had Covid are fully immune to any and all variants this common cold can produce. The double and triple vaxxed are doomed by their vaccine choice. MRNA is not vaccine !	V	N
They don’t have those numbers because they aren’t being paid to push the Flu Jab just the Covid Jab https://t.co/pBQ4eEHjJb		
Local COVID Vaccine Clinic - Walk in, no appointment necessary. Monday Dec 6th, 2021  10AM-2PM  @CookCoHealth @IDPH https://t.co/VYqq1rv91f	V	
"@lilygolight @dfishcake @shirlywirly @mozartspig Agreed - and yet when ""excess deaths"" will be recorded over the coming months - ppl will still be saying its not covid and asking for evidence. Short sighted"		
"@CNaturalNurse @Breaking911 If you're one of those Trump supporters who believes the Covid-19 pandemic is a ""hoax"", you have no right on being mad at me for simply fighting fire with fire.. . Sit down."		
@covid_parent Run out into the yard and scream “Out, out, damn spot!”		
NBA - Anche i protocolli anti-Covid contro i Lakers: out LeBron James https://t.co/eP0Px2vSaz		
Texas health experts ‘not panicking’ over COVID’s omicron variant, expect cases to appear soon | Houston Public Media https://t.co/gX2KmfggHs	O	
@CarolinaGirl585 @CDCgov No one forgot about them: https://t.co/Twn6pb5lOG		
Do we need to recheck the latency period of covid, since we already have so many cases? I think the data is enough to get a solid result. If it's shorter than 14 days, we can save a lot of time.		
@amlivemon “use Covid for adjusting voting laws” how / in what ways?		
@SonOfTheSun333 @RickofEnfield @trafficconehelp @Finneganporter I’d rather not get it at all. The chickenpox virus causes shingles *decades* after the initial infection. We have no clue about what COVID might do down the road.		
My king said we not resting during covid season. https://t.co/ygkZSvyfjU		
@OscarsWild1 @CrispyCX @BubbasRanch @Kenneth72712993 @JohnDublin10 @4Clearsky @Moderna5G_666 @sandcastle1975 @IngersolRobert @BolzmannMichael @rln_nelson @HalBrow68884227 @AristotleMrs @BigRakaDoc @chimera414 @jimdtweet @k_b_lvi @Stephen04880258 @GuyGadboisGuyG1 @thisisnothappen @basil_ireton @The_Ouroboros__ @DavidTaylorYork @GlennCarr6 @DawnTJ90 @keithamccluskey @Gordon_DHG @EricWil06256732 @wildweatherdan @robhon_ @try2golf @ejwwest @TWTThisIsNow @Tragiicomedy @covid_parent @Canadianworker2 @IanDJbrown2 @Narvuntien @dan613 @Boeing74 @organicdot @oakden_wolf @RobMeekel @25_cycle @sunsnowflowers @BridgetHolmstro @rockandroll432 @MassiMassian @DaveJohn0175 @TheDisproof Yes they are. . Haha	V	
UFC president Dana White has tested positive for COVID-19, experiencing mild symptoms.. . He says he consulted Joe Rogan on treatment methods, and they worked..  https://t.co/IdAvB33Qzz	N	
I’m a #PUREBLOOD I’m 68.. I’ve had COVID-19 and was fortunate to have had mild symptoms.. I’ll never take the jab!	I	
@GregAbbott_TX . @TexasTribune  @dallasnews . @TexasNewswatch  @houstonnews_ . @HoustonChron  @texasnews4 . If @GregAbbott_TX  doesn’t kill you . because of COVID, he’ll get a second chance by not fixing the grid!. 💙💙Vote @BetoORourke 💙💙 https://t.co/IAuWDSO672	N	
Since Covid is going to be bad in January &amp; February hopefully I can get the car I’ve been wanting for the right price.		
@iamchanteezy Be safe! 🙏🏻🙏🏻 I can't get my booster, until this monoclonal antibody infusion treatment is up, for 90 days. I took it on Nov. 1st. It worked, though. No more Covid symptoms. Thank goodness I was double vaccinated. No telling what would've happened, since I have comorbidities.	I	
Prayers for Michigan kids to live, be loved, have rides to worship, grow in wisdom/sobriety, have happy Hanukkah Christmas ❤🙏🕎🔯🎄✝️Michigan #13 WORST state death rate in U.S. 673,282 deaths recent 7 years 2013-2019 (#1 WORST) not COVID. https://t.co/EJZlCVMeAU https://t.co/XcsdvAK3KB		P
It's hard to believe there are that many dead people able to answer the phone. Maybe that's what the whole Covid thing is about. The more dead people there are, the more Demoncraps voters there are. Where are the Ghost Busters? https://t.co/J2omiGgC7W		
#breaking A judge ruled that the federal government cannot enforce their Covid-19 vaccine mandate for healthcare workers.. . https://t.co/3DXl8PHpaj	V	
Cases and outbreaks are still surging in schools, as health officials say the latest statewide spike is being driven by the unvaccinated. https://t.co/LcAevwwoVw		
Duke of Sussex says 'corporate greed and political failures' have prolonged Covid and HIV crises. https://t.co/yZcLbCudmI		
"@drdavidsamadi Covid testing in Italy is paid by the government. Your ""family of four"" doesn't pay sh*t to get tested.. . Stop projecting your country's shortcomings onto others. Just because Italy is also a Western country does not mean that they live in a capitalist dystopia like the US."	N	P
@JimMack1211 @ltgrusselhonore @POTUS @CDCgov @JoeNBC @WHCOS @MSNBC @CNN @CBSNews @ABC Poetic Justice may come to China.   If the Omicron version of Covid shuts down the 2022 Olympics, it will show China you don’t hide information from the World because it will come back haunt you.	O	
@BigSexy9216 @covid_parent You’re so right! I’m on it!		
📢 @ABC summary of Minister @GregHuntMP press conference: Government says Omicron COVID variant appears 'manageable', border pause only temporary.. . Health authorities say they are seeking information about whether vaccines protect against Omicron.. https://t.co/X7bhcOIBd0	O	
Lebron got Covid ??????		
@benshapiro COVID - The Great Distraction		P
@Saidaioujou New COVID name dropped.		
Covid is gonna dye it’s hair blond next		
Hundreds gather for underground 'prohibition-style' COVID science conference https://t.co/eRDtWJUb8G		
COVID-19: Eight further cases of new Omicron variant identified in England - bringing UK total to 22 | UK News | Sky News https://t.co/2yGE5u7twg	O	
New post (Covid live news: UK extends booster vaccinations; Spain, Sweden and Canada report Omicron cases) published on https://t.co/RaBjl5DDcP - https://t.co/2opWyrU3wZ	O	
@laika_cosmonaut @biksyvix @stephlynn1982 @keidekay @PragmatismTK No developed country with Universal Healthcare defeated Covid-19 yet, you are relating two totally unrelated things together to prove your stupid point, what is wrong with you?		
@libsoftiktok If every unvaccinated person died and covid ended she would still hate herself and her life	I	N
@DannyDonnelly1 Not a chance of getting verification from the NI direct website in a few minutes which has to be done before applying for Covid passport	V	
The only thing worse than working on the front line of covid for the past 20 months (minus some time off) is having to listen to people complain about covid who’ve not seen/witnessed the stuff we’ve had to that will stay with us forever!!		
Advertising a Covid testing machine on Twitter . . Think about this for a second . . Does this make anyone else feel like the Covid business bonanza is nearing its end? https://t.co/Mcijj3hHch	E	P
@zombie_jacki Sorry to hear this. But interesting that quarantine isn’t only 4 days now. I was in Covid jail for 10 days in January before I was vaxxed	N	
Omicron Prompts Swift Reconsideration of Boosters Among Scientists https://t.co/pZwaEZmCvH	O	
My COVID booster is def hitting BUT. I’m still gonna stream!. Starting early at 7:30pm EDT to try to finish @ArcadeSpiritsVN!. Super chill, no makeup, all good vibes while I recover! . . https://t.co/VHNhQYDII6 . . #smallstreamer #twitchaffiliate #SmallStreamersConnect. #twitchstreamer https://t.co/Mm6Uf9FGwV		
@Grey25763125 @Not_the_Bee I had Covid in January 2020. Like a mild cold. Last antigen test August 2021, I still have high antibody levels. And I've been around several people coughing and sneezing with confirmed Covid since, and I had nothing.. . For me, it won't do anything.	E	P
@MadThunderdome All of my COVID red credits are in the toilet too, I feel you https://t.co/EnWDKgmwr3		
My covid quarantine piece Expulsion is available for 30 tez on secondary. One of my fave pieces. Technically made on release from (covid) jail. Meaningful now b/c I'm under the weather again. Round 4?. https://t.co/Q3VEFHCZwU	N	
@AuroraSkylark @chutry @Deggans If you are comparing helping family evade sexual harassment accusations with helping family get COVID shots then I don’t even know what to say other than THIS is why women are unsafe in the workplace.		
We've posted #COVID19 updates and local vaccine/testing links on our website at https://t.co/1zvuNPwRLc https://t.co/QkHpv1I3pn	V	
@kidsmoke_14 @Canes @FriedgeHNIC Relevance? He’s still a racist and fascist who thinks covid is a conspiracy.		
@alzzz_eth Hi. This collection is hot🔥🔥🔥. . 5% of the sold items of this collection will be given to the children who lost their parents during the covid period❤. #nft eth. . https://t.co/LBryAeAbUQ		
Who was the woman that bite off her husbands dick for cheating on her? Effective! Wasn’t it! Who would have thought of her as a role model back then, then tossing it out the car window as she left! It is probably still purple! Who gets care first them or anti vaxxed covid-19 men? https://t.co/UxysdZiUe9		
@BozOzler @jacobkschneider Yes, Darwin found his target.  https://t.co/uFl8cj2cRd		
How the Catholic Priest can sit there &amp; preach about do you agree your body is a temple of God &amp; not to put anything in it like vaccines. You took childhood vaccines to prevent illnesses. So the most important vaccine in your life Covid-19 and suddenly you refuse it? Hypocrites! https://t.co/9D7CW7C1B8	V	P
@XXXMEEZY Lebron got covid he out		
Another day, another COVID variant🥴		
Covid-19 quarantine escapees arrested after manhunt even after they tested negative. — RT World News https://t.co/H8kf6ECmWQ	N	
Greece to mandate COVID-19 vaccine for anyone over the age of 60 . . https://t.co/nLiSSqtxXR	V	
They should run on this. Republicans: Let People Die of COVID or So Help Us We’ll Shut Down the Government https://t.co/WjUOZbf3dw #SmartNews	N	
@Lakotasky @MailOnline Facts: @POTUS Sleepy 😴 Joe Biden needed Covid-19 and China 🇨🇳 to steal the election from Trump. Without COVID and China 🇨🇳 Sleepy 😴 Joe wouldn’t have stolen the election from Trump because he knows he can’t beat Trump without any help.		
@covid_parent Two years is not enough for an accurate assessment. You must go back five years.		
Cases and outbreaks are still surging in schools, as health officials say the latest statewide spike is being driven by the unvaccinated. https://t.co/Rk2QvpJKQk		
@Mags_0618 @johnlambe91 Average life expectancy 82. Average covid death  84. . No, we are not in a pandemic	I	
@DrV_Ll_Es @EmilyOlive6 card please! uni is only allowing contactless payments due to covid ☺ x		
@ArtValley818_ Is that Fauci’s chart he uses to explain where Covid 19 originated??		
New from JSOnline and PackersNews: Packers ILB De'Vondre Campbell lands on COVID-19 list but may not miss any games https://t.co/nNMnYO0sTS #Packers	N	
@Johnemonroe @iGNORANTCHiMP You mean like covid?	E	P
@CorynRobinson @BetsyBG @joncoopertweets I'm sorry, I forgot you're a conservative. You probably think COVID stuff is authoritarian. It doesn't qualify.. . It is, after all, a collective benefit. It is self-sacrifice for a greater good - a leftist ideal.		P
@itvpeston @Peston @AnushkaAsthana @MattHancock @ITV What about #TorySleaze and the £37bn stolen from the public and given to tory donors under the guise of #testandtrace ? what about the UK having the worst covid rates in Europe . #ToryCriminals #Peston		
Sporty plumber, 26, DIES 12 days after getting the Pfizer Covid vaccine https://t.co/gHTNmKXAnw	V	
Can anyone explain to me while very cautious Michigan and New York are totally locked down and crazier than ever Florida is wide open with no covid this doesn't make sense to me please help..		
@Caoimhinn55 Great to hear. My going away lunch was cancelled because I said I’ve no covid cert. Manager said she was even worried herself, even though she is boosted. So they arranged Zoom call instead. Tripled jabbed people even worried about getting sick - what is the point of the jab?		P
Federal Judge Issues Nationwide Ban on Biden's COVID Vaccine Mandate for Health Care Workers | CBN News https://t.co/4vQjzVX4u1 via @CBNNews	V	
Weekly Update: New COVID-19 cases down across the 8-county lakes area; deaths remain elevated statewide https://t.co/i0G5mKYJB3		
@ArbyHyde @Count_Truculent Not so sure we gave up..just played horses for courses. The original plan was put in place for Covid-1..with Delta it needed to change.. Cause and effect are tough taskmasters.	I	
@FailedEmpire @DrKarlynB These massive freedom reports use 100s of different data factors so there is a 3 year delay. This data came before Covid-19 so if it were present day NV might drop a couple spots and NH and would do even better since it had much less Covid-19 restrictions than many states.		
@bo_theis Covid is political		
@mjonesy07 @DrKellyVictory @Right2Liberty Really so how do you explain that to the families that have lost loved ones that have been fully vaccinated and died of Covid. And how do you know that the vaccine actually lessens the symptoms considering we had people before the vaccines have mild cases.	V	P
Help RN Katy Get a Liver. Covid Nurse Needs Help https://t.co/eI49zcH2wW		
Canda covid ✌🏿		
@ClimateNexus @SenSchumer Don’t be fooled this is bad for American.  By the way the job claims are a sham as well.  We lost 9.6 million jobs during COVID.  The current administration is puffing their chest about 5 +million new jobs.  Not hard to add jobs when so many businesses are opening back up in 2021	I	
Good and competent government leads to greater trust, and greater trust leads to greater compliance and more effective governance. | @ReynKJ | @PsycANU https://t.co/5VV5VO6Gxl	N	P
@McBooster19 @Lefty_Jew Oh no. The government will put leftists in a building that you can easily walk out of, but you have to stay for 2 weeks if you are a recent arrival by plane. . Before covid, you could just walk on to the airport tarmac and nobody would stop you	N	
@Gazbar1980 @RealDeniseWelch How do you know its lies what evidence do you have? The reason we are having a booster jab is simply the previous two do not offer protection. I know so many people that have had covid after two jabs who had no underlying illnesses. One spent 8 weeks in a coma that is fact.		
@GOPChairwoman Life is so precious indeed..Why were your dear leader knowing spreading Covid a deadly virus?	I	
@AllezLesBoulez uhhh dying of Covid?		
@tropichef @GovRonDeSantis Hey. Vaccinated people catch and spread Covid, too.		
@DiegoGee_40 @RickC13Seven @tlarry11 @thisisbiblical2 @FreeBeacon @redsteeze Same.  Our local hospitals were overwhelmed with Covid cases from illegals.		
I told my oldest that I had contact info for his friends and wouldn't hesitate to contact them to ask them to put pressure on him to get a covid test. That's reasonable, right?		
@Spraoi @RubinReport If vaccinations are some of the highest in the world, how come you have such high covid rates?. . Are you suggesting vaccinations dont work?		
"like the ""1st covid case ever"" last november, the 1st omicron case in the usa was probably brought to the USA a week or so before thanksgiving."	O	P
.@UNDP  @PNUDLAC Director Luis Felipe Lopez-Calva launches new @UNDP-@WorldBank regional study on #COVID-19 impact with @LFLopezCalva @CF_Jaramillo @MelendezMarcela, Ximena del Carpio. @PNUDLAC @BancoMundial phone survey is focus: https://t.co/zLn7BSLliq https://t.co/vUGkPhN4oQ		
The next thing you know, Joe Biden will be telling us that anal sex cures Covid, and before you know it everybody will be lining up to get fucked in the ass. But aren’t we already getting fucked in the ass by Joe Biden?		
Victories against AIDS have lessons for COVID-19 https://t.co/StCxAQqqUB		
How long until LeBron makes his “I got covid. Get vaccinated” pitch. ⏰		
Whatevr you think of modern economics, 'sticky expectations' as a concept has reasonable insight. Beware of making of this a habit!. . https://t.co/Ed77QGR7tA	E	N
Total Confirmed Covid Cases by County For KY   2021-11-29:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #globalhealth https://t.co/yhbIjggyU3		
"@AsianStockTradr @spectator @DouglasKMurray Graphene hydroxide ""razor blades"" found in the COVID bio-weapon (Dr. Andreas Noack) . https://t.co/giHdUiVXof. German police arrests lockdown critic Dr. Andreas Noack . https://t.co/JdKjITh9j2. Doctor Murdered in Exposing Graphene Oxide in Injections. https://t.co/U91SEOS72o"		
Psaki Blames Americans For Biden’s Failure To Shut Down COVID When Pressed By Doocy #SmartNews ⁩⁦@joebiden @tuckercarson @greggutfeld⁩ ⁦@JesseBWatters @billhemmer⁩ ⁦@TheFive⁩  @danaPerino  https://t.co/Gx7silzrx5	N	
"@SatoshiSarah Maybe you're against blocking and yeah blocking maybe just invites drama, everything is so chill for me now though, I just have a looong mute list of words like ""vaxx, biden, trump, covid, shitcoiner, libtard, tryanny, commie, jab, fauci"", the typical tribal stuff and I'm like: https://t.co/HUXnaXs1JG"	E	P
Do not give any info to anyone about where you've been off u r diagnosed with any covid. Even the fake ones. https://t.co/NuyAj1psJt		
Powell says COVID variant clouds inflation, economic outlook https://t.co/z3cS5Q2cCo		
COVID is not Polio. https://t.co/Hp6nWHTYVZ		
@BlackKnight10k I don't think Trump actually had Covid, but if he did, I can absolutely see him trying to give it to Biden.		
@ChrisCillizza The disconnect between leftist opinion writers like you and regular Americans is striking.. . You are currently fixated on scaremongering on COVID. Regular Americans are watching Smollett to see if justice will hold a black racist accountable. Get a grip.	E	P
am i the only one who's social anxiety was DESTROYED by covid. like before i avoided people even looking at me now i see a cool person and i ask if they wanna exchange phone numbers and be friends. i'm so proud of myself :)	I	P
Grande Prairie adds eight new COVID-19 cases, four recoveries #GPAB #YQU. https://t.co/HgffcmGUPK		
Covid-19 is basically just going Greek now.		
@DebbieStaplet15 @StephieLynn204 @brianstelter That is the allegation…that he used his network connections to try to dig up dirt on Andy’s accusers. He’s a liar and scumbag. Anyone who didn’t realize this after he got busted on video threatening some cyclist when he was supposed to be in Covid quarantine is a sucker.	N	
@GovKathyHochul NY needs a mask mandate in all indoor, public spaces.. . We hope Congressional delegation told @GovKathyHochul to listen to experts at CDC, WHO, &amp; more &amp; mandate masks in NY. . . NY has high #Covid19 transmission and Covid cases and hospitalizations are rising.. . #MandateMasksNY		
Cases and outbreaks are still surging in schools, as health officials say the latest statewide spike is being driven by the unvaccinated. https://t.co/TffQDfhvT7		
@zerohedge @jimcramer @POTUS @CDCDirector @HHS_Health @TheJusticeDept @Judgenap @geraldcelente Uncomfortable Factoid: Trump’s rush to WARP SPEED bypassing accepted testing of experimental mRNA protocol may come under scrutiny for being a grievous error when considering the fully vaccinated now being themselves Covid breakthrough victims https://t.co/MtTiciSggN		
Team Covid strikes again. https://t.co/Ex2vfQ9cNX		
Hayden Brown squirted glue into the keyhole of the door to a pharmacy in Lowestoft Road, Gorleston, Norfolk, preventing more than 500 people from getting their booster jabs https://t.co/GdqOOuR9Sn		
@BleacherReport Covid has interfered in all sports this season 😩		
"@GqpSlayer @gorskon I have to follow you for that one.  As a ""COVID WHACKO"", I've always, of course, preferred fascist socialists...."		
@bo_do_k @Pangrowlin @goldberg_io @DrEricDing Anyway, hope that helps. Of course, I wish everyone if eligible would get vaccinated, esp. people at risk of severe COVID (inflammation cascade, etc). But either way, it breaks my heart that there's so much misinformation circulating, so it's hard to make an informed decision.		
@sbestoso @redsoxstats He's 18th in active ops+ and was 30th this year despite one terrible covid affected month, so yeah not sure why you wouldn't think he is		
@willschones @RubinReport Covid is almost as weak as you are. Most of us with working immune systems cleared it just fine without cowering like little cuck bitches.	E	P
Coronavirus: First case of Omicron variant discovered in Spain - . The Spanish government has confirmed the first case of the Omicron variant of the coronavirus in Spain.. . A 51-year-old man in the... - https://t.co/vjQ7MJIrfA. #CoronavirusPandemic https://t.co/HPlvuAMdfH	O	
@4Patrick7 South Africa has been doing fine without the jabs. Better than fine. Want to see a Covid wildfire start jabbing everyone. Watch cases soar.	E	P
UK health secretary persuades double jabbed Covid recovered journalist to get his third jab. Watch. 👇🏽 https://t.co/YSccQE66D8		
Canadian deer infected with COVID-19 raise the threat of new variants https://t.co/Q43SkpPmkp		
@MorePerfectUS @TheSOC Unless you work at a hospital, majority of these employers are NOT disclosing positive COVID tests. It's seems like a big deal because it's Amazon, one of our leading employers, but they're doing exactly what everyone else is bcuz - capitalism.	N	P
@donwinslow Just got mine and a flu shot this morning. Covid shot arm is a bit sore but that's it so far.		
#BREAKING Premier Annastacia Palaszczuk said genomic sequencing is yet to determine whether the active Covid cases has the Omicron variant - although this is considered unlikely. Two further cases were detected in hotel quarantine. https://t.co/a8N8aYCLuc	O	P
@TheLoneRaider @SthnBlueVoter @chipfranklin Actually, 40% of Republicans don't plan to get vaccinated, vs. 3% of Democrats. . https://t.co/Xxd7ZmRfN8		
@greta Television evangelist Marcus Lamb died from COVID today, he had a history of dismissing the vaccine and mask wearing while taking Ivermectin and hydroxychloroquine for the last several months. Australia is on the brink of pulling his network Daystar for false info.	V	
Getting COVID Antiviral Pills Into Patients’ Hands https://t.co/qdsgS4WIS0		
@segrivas @NSWHealth Lol yes just cause you're vaccinated doesn't mean you don't get covid....		
@Cadigal75 @washingtonpost That was dumb considering vaccinated and unvaccinated spread disease equally and as per who the vaccine would prevent you from getting covid	V	
@MyChickenDinner @BPeske @HamRadioJoe @AngryFleas @anja_weimer @MinnesotaExpat @catlady111310 @Booda_the_Great @RealBarkObama @AnnieAdeIe1 @ArtysHouse @MistressRedWasp @eyesore99848340 @1Quetzalcoatl1 @jdd2169 @Sinner_Lilith @RainbowsWalI @LLdoesit @Mcsjr454Mikey @Thumper18560818 @gigibuddapdx @shrekthepunk @Aimhighffw @LadyReneeMarie1 @perrosoldado1 @EricR42 @J_Daniel_Smith @princesspbbaby2 @1961mcruzer @TomDoubting @22CB22CB Keep believing that. Not my problem that ppl have taken it and successfully beat covid. Not going to keep going in circles with you. Have you checked how much money big pharm has made?	E	P
White House says US agencies can delay punishing COVID-19 unvaccinated federal workers https://t.co/BlBpojyfA1 https://t.co/9qXrbhTU3l		
@sarahbeth345 It’s kind of awkward because we have to smash the whole system because it’s all corrupt - But that means total collapse of infrastructure, health hygiene and supply, total chaos which will kill billions of us . They win either way, Covid in 2020 was them saying ‘checkmate’		
@cafreeland Homes have sky rocketed in price since relected in September.  You don't want Covid to end cause than you can't keep writing  blank cheques and  taxing the f@#$ out of us! Ever going to debate a budget in the house of commons?		
@ThatEricAlper @TheJaneJames We're going to Queen &amp; Adam Lambert together next year and probably others too, covid permitting. . I'm very lucky she's so awesome and we have very similar tastes, my brother and mum have been to so awesome metal &amp; pirate metal gigs too. . We're lucky. 😎	E	N
13 members of Lisbon-based Belenenses SAD soccer club test positive for the #OmicronVariant of Covid-19. https://t.co/Wk4elzyxnB #UAE #Dubai #DXB	O	N
@lavern_spicer Remember they said alot of bad actors are predicted to get covid during apprehension and may die from covid!😂 Never to be seen again!		
@itosettiMD_MBA Meanwhile @Swissmedic_ still reviewing the file while thousands of Swiss based children get infected daily of which 10% will get long Covid		
@lucy_c_hayes There is way more covid now than February but way less deaths and hospitalisations per case. That was the point of our vaccination programme.		
@covid_parent Looks like you got the omicron! Stay away from tweeter to save people!	O	P
The Day 617 COVID-19 Report of India || ABC Live India https://t.co/cd0WHowVrd @PMOIndia. @POTUS. @KremlinRussia_E. @JPN_PMO. @CanadianPM. @ScottMorrisonMP. @WHCOVIDResponse. @drawat123. #COVID19 . @abclive. @COVID19Tracking. @OfficeOf_MM.  #OmicronVariant #OmicronVarient #omicron	O	
It is my pleasure to invite you all at the . @wedding of my beloved @daughter.  #DrFizzahEhsan with #DrMoinAshraf. I would be deeply pleased with your presence at the Venue #FourSeasons. P.S: Kindly Follow #Covid Precautions .  #DrWedsDr #FizzahkiShadi #FourSeasons #Jan1st2022 https://t.co/ZerRhR3At1		P
@celebrityradio What a sorry state this country is in , appears covid likes to branch out 🎄	E	P
An Uneven Recovery: Impact of Covid on Latin #America and Caribbean . https://t.co/rbxiKYoHEu. #American #Chile #Dominica #ElSalvador #Guatemala #Guyana #Haiti #HealthServices #Jamaica #Nicaragua #Peru #SaintLucia #UNDP #UnitedNations #WorldBank https://t.co/hbtEdU3g9f		
@Amy_Siskind Empathy? Frankly Amy I don’t give a damn…. You have any empathy for vaccine injury and death? After these numbers below and already catching covid in feb 2020 my natural immunity is twenty times greater than any vax from phzier. Trust your opinion is irrelevant. https://t.co/AunYQ1hkhm	V	P
@SupernovaMWN @pacificcoast2 @bobpockrass @NASCAR @AutoClubSpdwy @BMSupdates @pacificcoast It was my understanding that Covid delayed the process.		
The COVID hysterical people are a goddamn trip 🤣🤣🤣🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️		
@JaceFrederick Fair point - they probably shouldn't let sick players play - Covid or not.		
@MABBMW @MustangSal2709 The NHS waiting list is so long due to the result of covid restrictions…not covid! 1000’s more have died from many more things than have died FROM covid. . It’s attitudes like yours that’s deluded, brainwashed &amp; selfish! 🤬	E	P
🗣 OUT NOW‼️. TALKN’BOYSWITDABOYZ ⬇️⬇️⬇️. . S1:E27 . ✭Good,Wrong &amp; UGGGLY (Refs) . ✭Turkey Day hurt “I AM FOR REALL”. ✭Zeke vs Rest? . ✭Depth was good,till it wasn’t!. ✭The Covid Cowboys . ✭Key matchups #DALvsNO W13. . #DallasCowboys   #CowboysNation . . https://t.co/GvSYuHqGPc		
@MichelleRNCHPN Thank you for the work you did. The 2nd person I know who died of Covid in spring 2020, was my dad’s best friend. I’m still haunted by his wife asking me was FaceTime was so she cld say goodbye to her husband of 60+ years. She still cries thinking he died alone in the hospital.		
